title,img,latestChapter,rating,src,id,titleId,description,authors,genres,lastUpdated,views
"My Job Is Appraiser, But What Is The [God Eye]? Living Freely With The World's Greatest Elementary Level Job",/mangaimage/manga-xx1000832.jpg,Vol.1 Chapter 3: Chapter 3,4.44,/manga/manga-xx1000832,manga-xx1000832,"My Job Is Appraiser, But What Is The [God Eye]? Living Freely With The World's Greatest Elementary Level Job","Touri, a High schooler who was Transported to another World, was immediately banished due to his Elementary Level Job, 'Appraiser'.But there's more to his Job...!? The Curtains of the Other World Fantasy  Survival using Appraiser Skill Opens!",Watari Ryuuto,Action|Adventure|Comedy|Shounen|Isekai,2024-04-07 00:53,94800.0
Tsuki Ga Michibiku Isekai Douchuu,/mangaimage/manga-rh953142.jpg,"Chapter 94: A Sad, Or Rather, Highly Sour Goodbye",4.71,/manga/manga-rh953142,manga-rh953142,Tsuki Ga Michibiku Isekai Douchuu,"From MangaHelpers: High school student Misumi Makoto is called into a fantasy world by the god Tsukuyomi, in order to be a hero. However, powerful others in this world aren't as thrilled to have him there, and they kick him to the edge of the world just as Tsukuyomi declares that he must leave Makoto to find his own way. Now it's up to Makoto to find his own way.",Azumi Kei,Kino Kotora|Action|Adventure|Comedy|Fantasy|Harem|Romance|Shounen,2024-03-20 00:51,94700000.0
Storm Flower - Song Of The Clouds,/mangaimage/manga-of965714.jpg,Chapter 1: Vol.1,5.0,/manga/manga-of965714,manga-of965714,Storm Flower - Song Of The Clouds,"In a war-torn country where men and monsters fight one another, a young boy has survived a brutal attack. As he’s grown older, he spots a beautiful young woman who might be a gypsy – he’s not sure. What she really seems to be is one of the monsters – a woman who can control spiders and through them control others, and their two paths are about to become intertwined amongst the larger story…",Azuma Toh,Action|Adventure|Drama|Fantasy|Mystery|Romance|Seinen|Supernatural,2018-09-27 12:42,94700.0
Galaxy Tiger,/mangaimage/manga-oi952017.jpg,Vol.1 Chapter 3 : Survival,5.0,/manga/manga-oi952017,manga-oi952017,Galaxy Tiger,"In the year 2162, a tiger cub named Koga was transported to Earth from another dimension. Originally thought to be a normal tiger cub, he was brought up on an endangered animal reserve. Eventually he starts talking, and walking on 2 feet. In 2170, the Earth is attacked by an alien weapon that has the power to destroy countries...Koga is now fully matured and decides to join the Space Force to protect the ones he loves. In 2172, they travel to the alien world to destroy it.facebook.com/galaxytiger",Nick Reid,Action|Adventure|Comedy|Fantasy|Martial arts|Mecha|Sci fi,2016-01-20 08:00,94500.0
Kicks Megamix,/mangaimage/manga-pk966593.jpg,Vol.1 Chapter 5,5.0,/manga/manga-pk966593,manga-pk966593,Kicks Megamix,"Akagi Taichi is high school troublemaker who transfers to a new school. He enjoys Martial Arts, and he decides to visit the new dojo. What he doesn't know is that the school has a ghost story: if you look at the picture of the dojo's founder, Chiba Shunsuke, he moves. But not only does Chiba move, he inhabits Akagi's body!",Yoshikawa Masayuki,Action|Comedy|Martial arts|School life|Shounen,2016-01-21 12:06,94500.0
Yi Bi Zhi Ming,/mangaimage/manga-me964213.jpg,Vol.1 Chapter 6,4.2,/manga/manga-me964213,manga-me964213,Yi Bi Zhi Ming,"First year university student, ZiMo, suddenly recieves news of his brother-in-law's death. On top of that, at the funeral, he learns that his brother-in-law is a master of the name spell technique and that he chose ZiMo as his successor! This is the way the spirit domain's gates opened before ZiMo...",Zhu Sha,Action|Fantasy|Shounen|Supernatural,2016-01-20 12:42,94400.0
Mahira Ga Kuru,/mangaimage/manga-cb979436.jpg,Chapter 3: Mahira's Identity,5.0,/manga/manga-cb979436,manga-cb979436,Mahira Ga Kuru,"The young police woman, Yamori Kisato, is transferred to a new city, but soon finds that work under her new senpai, Mahira, is not what she expected.",Kudou Atsuhiro,Action|Comedy|Fantasy|Shounen,2018-10-21 05:20,94300.0
Cyborg 009 - White-Hen,/mangaimage/manga-md964160.jpg,Vol.1 Chapter 12 V2 : Heart Of The Machine [End],5.0,/manga/manga-md964160,manga-md964160,Cyborg 009 - White-Hen,A compilation of Cyborg 009 stories:1. Edda (Norse Mythology)2. Snow Carnival3. Legend of the Star Mermaid4. Night of the Star Festival 5. City of Wind 6. Passing Shot7. The Red Shoes8. The Modern Narcissus 9. Eyes and Ears10. Mechanical Machine11. Hepatica Symphony12. Heart of the Machine,Ishinomori Shotaro,Action|Adventure|Sci fi|Shounen,2017-12-26 08:13,94300.0
Kurenai No Senkan,/mangaimage/manga-ad977538.jpg,Vol.1 Chapter 3,4.71,/manga/manga-ad977538,manga-ad977538,Kurenai No Senkan,"A long-since sunken Battleship Yamato returns from its watery grave, wreaking havoc across Japan.",Seki Tatsuya,Action|Sci fi|Shounen,2017-09-15 04:13,94200.0
Hwarang - The Hidden Story,/mangaimage/manga-zs976775.jpg,Chapter 5 : The Hidden Story 3,5.0,/manga/manga-zs976775,manga-zs976775,Hwarang - The Hidden Story,"Flower boy group like today's star, Hwarang - let's find out their appearance image that can make heart attack index soar with just their appearance inA webcomic adapted from Korean drama, Hwarang that contains episodes that were not included in the drama, as well as special chapters that offer the past stories for each of the characters.Original Web Comic",Nimby,Action|Comedy|Drama|Historical|Romance|Shoujo,2017-11-14 15:19,94100.0
Last Fantasy,/mangaimage/manga-rv969004.jpg,Chapter 5,5.0,/manga/manga-rv969004,manga-rv969004,Last Fantasy,"From Tokyopop:Tian and Drei von Richenstein, two unlikely heroes, embark on an adventure filled with excitement, intrigue, and comic relief. Their adventures are complicated by the fact that they have a knack for making allies into new enemies...",Hon Creative,Action|Adventure|Comedy|Fantasy,2016-01-20 13:09,94100.0
Tenshi No Okurimono,/mangaimage/manga-mh964342.jpg,Vol.1 Chapter 5 : City Hunter - Double Edge,5.0,/manga/manga-mh964342,manga-mh964342,Tenshi No Okurimono,[Taken from PRISMS]Collection of Short Stories:One story is about a pair of lovers who are always quarrelling and who won't admit that they're suited for each other. But their future daughter comes and helps them realize their love. There are also two early City Hunter stories in this book.1. Tenshi no Okurimono (The Angel's Gift)2. Ore wa Otoko da!3. Neko-manma okawari4. City Hunter - XYZ5. City Hunter - Double Edge,Hojo Tsukasa,Action|Romance|Shounen,2016-01-20 12:57,93000.0
City Of The Sun,/mangaimage/manga-ur998126.jpg,Vol.3 Chapter 19: Too Dangerous (3),4.75,/manga/manga-ur998126,manga-ur998126,City Of The Sun,"In a crumbling and dystopian Lousiana, Rilind, a zombie, aims to help those cast out from society using a peculiar power- Magic ""strings"" which can heal wounds. However, his world begins to change when he makes the unlikely choice to save a vampire in distress. Rilind soon learns he's way in over his head when he learns she has a bounty on hers!",Squiggs,Topnugg|Action|Adventure|Drama|Horror|Supernatural,2024-04-02 03:23,93000.0
Let's Fight Ghost,/mangaimage/manga-vr961274.jpg,Chapter 76: Angel (2),4.68,/manga/manga-vr961274,manga-vr961274,Let's Fight Ghost,"A boy named Park BongPal has psychic abilities to see, talk, and get this TOUCH ghosts.",Iminsu,Action|Adventure|Comedy|Drama|Romance|Seinen|Supernatural|Tragedy|Webtoons,2020-02-01 18:15,939300.0
Battle Club,/mangaimage/manga-cc956785.jpg,Chapter 47,4.48,/manga/manga-cc956785,manga-cc956785,Battle Club,"From Tokyopop:When freshman transfer Mokichi arrives at Swan Academy High, he's got a chance to start over with a clean slate. He's got a plan, too. Kick the butts of the toughest guys in school, prove himself to be the baddest dude around, and run the whole shebang. Problem is, it's his butt that gets kicked that first day. Completely humiliated, Mokichi joins the Wrestling Club in hopes of learning to fight. There he meets unlikely allies, Tamako and Higuchi, two of the hottest battle babes to ever roll their sweaty bods over Swan Academy's gym mats. And Mokichi's gonna need all the friends he can get, what with the likes of the Karate Club looking to ""break in"" the new kid in the worst way possible.",Shiozaki Yuji,Action|Comedy|Martial arts|Mature|Romance|Seinen,2018-06-04 13:26,938200.0
Lost In The Wrong World,/mangaimage/manga-jr986452.jpg,Chapter 28,4.17,/manga/manga-jr986452,manga-jr986452,Lost In The Wrong World,The story of an intelligent teenager leading a group of students to survive amidst the chaos of the supernatural after their field trip goes awry.,素夜/星空社,Action|Fantasy|Horror,2022-01-15 17:30,937900.0
Makai Youjo Ni Tensei Shita Oji-San Wa Heiwa No Tame Ni Maou Ni Naritai,/mangaimage/manga-tt996776.jpg,Vol.3 Chapter 11: The Twilight Of Dies Irae,3.74,/manga/manga-tt996776,manga-tt996776,Makai Youjo Ni Tensei Shita Oji-San Wa Heiwa No Tame Ni Maou Ni Naritai,"An old man was laid off from his job at a black company. While wallowing in the depths of his despair, he encounters a mysterious stone that sends him to another world filled with magic and alchemy. The man finds himself reincarnated as Hiyo — the youngest daughter of the demon lord.Hiyo attempts to make a dazzling fresh start in life by utilizing both her newfound magical powers and prior tribulations as a salaryman, however, the demon world is in the midst of a battle for succession. In order to change herself, the ex-old man is determined to defy the demon lord and her siblings. And after meeting Ernest, a hero with his own circumstances, they work together to take over the throne of the demon lord — for both the sake of peace and to search for a place to belong. The two of them defy destiny, even if it means destroying the world to do so...",Kaisei Kyou,Action|Fantasy|Seinen|Isekai,2024-04-14 06:28,937800.0
Terror Night,/mangaimage/manga-gn983948.jpg,Chapter 17: Kuchisake Vs Hashyaku,4.76,/manga/manga-gn983948,manga-gn983948,Terror Night,"A certain town where rumors of the occult have been suddenly increased.Sei, who lives in this town, encounters a strange girl. The girl wrongly thinks Sei is hitting on her and ends up tagging along with him. However, as it turns out, the strange girl is a certain legendary existence...",Takashi Tsukimi,Action|Horror|Romance|Shounen|Supernatural,2021-07-21 09:31,936900.0
Sanda,/mangaimage/manga-me989861.jpg,"Vol.7 Chapter 57: Mitsuo Marukawa, 35 Years Old",4.02,/manga/manga-me989861,manga-me989861,Sanda,"The story starts with Sanda, a second year middle school student, getting attacked with a kitchen knife by his classmate Fuyumura. While Sanda couldn't make sense of the situation at first, he gradually came to believe that Fuyumura's actions were just mean acts stemming off from the latter having a peculiar puberty phase.    But that is all a misunderstanding. Fuyumura actually suspects that Sanda is the descendant of a certain lineage…",Itagaki Paru,Action|Mystery|School life|Sci fi|Shounen,2024-04-15 13:25,936200.0
He Flew Back From Hell As A Crow,/mangaimage/manga-kw987705.jpg,Chapter 25,4.46,/manga/manga-kw987705,manga-kw987705,He Flew Back From Hell As A Crow,"A guy known as “the Raven” is supposedly left for dead by hired assassins from the “Predator Group.” But instead, he gained mutant powers such as speed, reflex and immortality just like a raven would. As he is given another chance to live, he wanted to hunt down every single assassin as a plot of revenge.",怪化猫工作室,Action|Drama|Fantasy|Tragedy,2021-12-24 17:57,936200.0
Savanna Game: The Comic,/mangaimage/manga-bm954069.jpg,Chapter 33,4.95,/manga/manga-bm954069,manga-bm954069,Savanna Game: The Comic,"The story follows a young man named Kazuya Shibuya who receives an anonymous email message out of the blue one day: ""Won't you join the Savanna Game?"" The message is an invitation to a state-sanctioned killing game — a deadly role-playing game designed to motivate the inhibited youth of modern Japan. Shibuya and his two friends Kotegawa and Kudou find themselves in bizarre battles that span the space-time continuum, with everything from dragons to the Shinsengumi force of the shogunate era.",Kuroi Ransuke,Action|Psychological|Seinen|Supernatural,2018-09-18 00:02,935800.0
Majo To Kishi Wa Iki Nokoru,/mangaimage/manga-rb994884.jpg,Chapter 14,4.81,/manga/manga-rb994884,manga-rb994884,Majo To Kishi Wa Iki Nokoru,"A fantasy about a knight who lost everything and his story of survival strategy and territory restoration!One day, when the lord's son, Agredios, came back to the village after a long hunt, the sounds of villagers bustling and their laughter were all gone. After learning that the ""witch"" that lives in the ""Forbidden Forest"" was the cause of their demise, his despair turned to rage and he stormed into the forest for revenge alone.",Shinkawa Gonbe,Chikamoto Dai|Action|Adventure|Fantasy|Psychological|Seinen|Supernatural|Tragedy,2023-10-06 22:25,935800.0
Fantasy Sister!,/mangaimage/manga-jp986372.jpg,Chapter 50,4.51,/manga/manga-jp986372,manga-jp986372,Fantasy Sister!,"Living in a country where every teen is totally immersed in games, Kang Eun Jung is the complete opposite. As someone who isn’t really into games, she is often neglected by her friends. Due to how inconspicuous she has become, she is challenged by her brother to play a game, and that is how she, a fresh newbie, begins to experience various brand new feelings in the RPG world.",Yunu,Action|Fantasy|Romance|Webtoons,2022-02-05 22:09,935700.0
Villainous Demon Son-In-Law,/mangaimage/manga-kw987979.jpg,Chapter 9,3.86,/manga/manga-kw987979,manga-kw987979,Villainous Demon Son-In-Law,"Ordinary student Yayoi, because a thousand years ago, he was kind to Xiangliu, he had a marriage affair with the daughter of Xiangliu family. Reluctantly, the Xiangliu family had to let him enter the demon den and become a son-in-law. From then on, the group of demons often accompanied him. At the pinnacle of life, he was even involved in the “longevity” storm. Everyone wanted to live forever. Everyone wanted to ascend. The biggest secret was hidden in him as a mortal. Relying on the soaring secret, Yayoi stepped on the demon clan and leaned on the town demon division with her back, and became a big villain who demon cried out.",Updating,Action|Fantasy|Harem|Webtoons|Manhua,2024-02-20 14:14,934700.0
The Star Seekers,/mangaimage/manga-ps992453.jpg,Chapter 70,4.18,/manga/manga-ps992453,manga-ps992453,The Star Seekers,"It's the age of magic; a world where magic idols prevail. In these extraordinary times, an ordinary idol group called Star One is suddenly gifted with magical powers. And with these magical powers, a mysterious enemy appears. The once unpopular idol group finds themselves tasked with saving the world. Will they be able to take on this enormous responsibility to restore peace?Los buscadores de estrellas",Hybe,Action|Adventure|Drama|Fantasy|Shounen,2023-10-16 09:11,934400.0
"The Gods, Comes And Go",/mangaimage/manga-ib985484.jpg,Chapter 12,4.3,/manga/manga-ib985484,manga-ib985484,"The Gods, Comes And Go","College student Sean Hanks has been cheated by his first ever girlfriend. Shocked, he accidentally slips down the cliff, fell down directly to the container that seals a powerful being, Now that the entity inside the container has been released, What fate awaits Sean?",孟小花+笔刀,Action|Adventure|Cooking|Martial arts|Supernatural,2020-08-27 23:33,932900.0
One More Age,/mangaimage/manga-xs974901.jpg,Vol.2 Chapter 13: Extra Episode,4.42,/manga/manga-xs974901,manga-xs974901,One More Age,"One More Age summary is updating. Come visit MangaNato.com sometime to read the latest chapter of One More Age. If you have any question about this manga, Please don't hesitate to contact us or translate team. Hope you enjoy it.",Yoshikawa Hideaki,Action|Comedy|Harem|Martial arts|Romance|School life|Shounen,2022-01-22 04:49,932800.0
Guilty Axe,/mangaimage/manga-rk994945.jpg,Chapter 11,4.35,/manga/manga-rk994945,manga-rk994945,Guilty Axe,"The moment you turn a blind eye on injustice, you will definitely become a miserable person”. A boy named Dantae died after trying to save his friend, and at the same time a monster called “Sin” appeared. An option was given to Dantae, who thought that he had died. Are you going to heaven or kill the sins and save other people. This is Dantae’s awful punishment action fantasy.",3 Star Jung (정샛별),Action|Fantasy|Martial arts|Shounen,2023-03-17 23:36,932600.0
Love Dependency Disease,/mangaimage/manga-eo981649.jpg,Chapter 23,4.45,/manga/manga-eo981649,manga-eo981649,Love Dependency Disease,"I have a special body condition which will naturally attract some type of people to me, people commonly known as ——”yandere”.About my story, let me first come down from the surgeon’s table before speaking.“I won’t let you run away”“You’re mine”“I won’t let you be handed over to anyone else!”“Even if we die, we must still be together in the afterlife, remember that~”The girls’ words, they still echo around my ears.",杂音未来,依晨Wendy|Action|Adventure|Comedy|Harem|Martial arts|Romance|School life|Supernatural,2020-12-14 01:21,931900.0
Regression Of The Shattering Sword,/mangaimage/manga-wm999795.jpg,Chapter 38,4.25,/manga/manga-wm999795,manga-wm999795,Regression Of The Shattering Sword,"The ability to perfectly copy martial arts, Superior Interior Power!Qin Tianlang, who was branded as the ""World's Greatest Killer,"" met a miserable death because of this ability.When he woke up, he had possessed the body of his son, Nam Gungcheon, who had committed suicide three days ago.Nam Gungcheon, who had been deeply despised because he was the son of the ""World's Greatest Killer"".""This time, I will become the ""First Heavenly Dragon"" in my son's name and take revenge on the world.""",Nunmae,Storysoop|Park Shin (박신)|Haema|Action|Adventure|Fantasy|Martial arts,2024-04-14 17:38,930600.0
Mobile Suit Gundam Age - Final Evolution,/mangaimage/manga-gk983645.jpg,Chapter 5: The End Of A Long Journey [End],5.0,/manga/manga-gk983645,manga-gk983645,Mobile Suit Gundam Age - Final Evolution,"After deploying several sleeper agents around the globe, the Vagans launch a surprise attack that finally brings the war to the Earth. To counter the invasion, Flit activates the recently completed Gundam AGE-3 and entrusts it to Kio. Just like his father and grandfather before him, Kio enlists into the Diva as part of its mobile suit squad to confront the Vagans.",Bau,Action|Drama|Mecha|Romance|Sci fi|Shounen,2020-01-09 23:23,93900.0
Deep Black,/mangaimage/manga-fr959752.jpg,Vol.1 Chapter 6 : [No Chapter Name] [Newly-Drawn Extra Edition] Natsuhiko's Nai •...,5.0,/manga/manga-fr959752,manga-fr959752,Deep Black,"Deep Black (a superhero reminiscent of Batman) sets out to solve the mystery of the Glory of the Seven Sages paintings. Mystery shrouds the situation and the characters as Deep Black encounters car chases, burglary cases, bomb threats, and meets Ghost, the handsome thief who escapes and slips away from DB.",Mamahara Ellie,Action|Drama|Mystery|Romance|Shounen ai,2016-01-20 13:08,93900.0
Sangyang:the Wanderer,/mangaimage/manga-so996297.jpg,Chapter 42,4.16,/manga/manga-so996297,manga-so996297,Sangyang:the Wanderer,not found...,Gyujik,Action|Drama|Mystery|Romance|Shounen ai|Webtoons,2024-04-14 01:12,93900.0
Come Back Home,/mangaimage/manga-hd959886.jpg,Vol.1 Chapter 5 : Idem,5.0,/manga/manga-hd959886,manga-hd959886,Come Back Home,"Come Back Home Story 1: Talent ""Do what you do best!"" They met by coincidence, a school girl and a delinquent. While she works hard to obtain her dream, will he find a way to use his talent? Come Back Home Story 2: Bride ""His name is Bride, a gifted musician. They say he became music's bride because of his immense love toward it. He has never loved anything else other than music. And every concert is a wedding. At the end he throws his guitar toward the audience. Whoever catches the guitar becomes a guitarist as well. The guitar Bride throws, they call it the bouquet."" So when I catch his guitar, will I become a guitarist? Come Back Home Story 3: Trick Come Back Home Story 4: Sky Come Back Home Story 5: Idem (4 chapters) A delinquent with a fiery temper and a beautiful girl have known each other for years. While entering high school will their love withstand the problems ahead?",Chun Kye Young,Action|Comedy|Drama|Romance|School life|Shoujo,2018-01-07 04:09,93700.0
Akatsuki,/mangaimage/manga-nx960532.jpg,Vol.1 Chapter 7 : Garagama,3.6,/manga/manga-nx960532,manga-nx960532,Akatsuki,"Akatsuki: a powerful demon of illness, which infects victims, turning their eyes red, and slowly kills them. Usually, they take the form of a strong monster connected to the victim's body. The only way to cure the victims infected with Akatsuki is to slash the victim's body with special anti-Akatsuki weapons, known as ""Crave."" The people who possess and use these weapons are called ""Kiri-Isha"" (Slash Doctors). Hibiki, the protagonist of this story, is a Kiri-isha. He is partnered with Kirisa, another Kiri-Isha. Their mission is to cure people infected with Akatsuki.",Koide Motoki,Action|Adventure|Fantasy|Shounen,2016-01-20 15:18,93700.0
The Shadowman,/mangaimage/manga-fo982723.jpg,Vol.2 Chapter 7: Fight 7: To The World,3.0,/manga/manga-fo982723,manga-fo982723,The Shadowman,"Relish is an evil organization plotting world domination. The organization's mad scientist Dr. Takizawa uses a cell-restructuring device on a young man named Katagiri in hopes of creating a superhuman, but the experiment is a failure. After fleeing the organization, Katagiri is astonished to find that when night falls, his whole body turns jet black and he gains incredible strength and the ability to jump to great heights! Now as Shadowman, Katagiri begins to fight against Relish...",Takao Saito,Action|Drama|Fantasy|Sci fi|Shounen,2022-02-28 06:45,93600.0
Yuan Zun,/mangaimage/manga-bf978762.jpg,Chapter 592.5,4.06,/manga/manga-bf978762,manga-bf978762,Yuan Zun,"""A teenager holds a pen, while a dragon dances; Chaos surrounds the world, lighting the sky. In this world, will the python swallow the dragon, or will the saint dragon rise?!""",Future Days Media,Action|Fantasy|Martial arts|Shounen,2024-04-15 00:48,93500000.0
Ai,/mangaimage/manga-qb960784.jpg,Vol.1 Chapter 6 : Ai S Choice,4.71,/manga/manga-qb960784,manga-qb960784,Ai,"From Tokyopop:Daphne in the Brilliant Blue take place in a near future in which the remaining population lives in underwater cities, with waterways as streets. Years ago, while conducting underwater experiments, all contact with the surface was cut off. With the remaining human population now living underwater, The Deep Sea 9 Cities Association represent the last hope of mankind. Ai Mayuzumi is the daughter of the head of the research lab, and is an expert water jet bike driver. When the terrorist group Error, attacks the city, Ai becomes involved with the counter-terrorist group Stelnas, comprised of an all-female team, and led by a girl named Kei, and asks to join them. The group initially resists her efforts to join, but a surprising ""gift"" that Ai possesses, along with the way she handles herself during a kidnapping attempt, eventually sways the opinion of the members of Stelnas.",Shiki Satoshi,Action|Adventure|Sci fi|Seinen,2016-01-20 07:32,93500.0
Anime Tenchou,/mangaimage/manga-qh960816.jpg,Vol.2 Chapter 28: Light That New Theme Song On Fire!!,4.08,/manga/manga-qh960816,manga-qh960816,Anime Tenchou,"A new Animate is opening up, and things are looking tight without the manager. Unfortunately, he won't make it - one young man, Anizawa, has been bestowed his position in his stead! Learn alongside Anizawa the ins-and-outs of running an Animate, along with various anime production merch and events.A work meant to promote the anime goods shop Animate, packed with Shimamoto's nekketsu (hot-blooded) flavor. Though serialized in different magazines, it is printed under Studio DNA (now Ichijinsha)'s Comic Zero Sum imprint. Link: (https://www.animenewsnetwork.com/encyclopedia/anime.php?id=358) (OVA)",Kazuhiko Shimamoto,Action|Adventure|Comedy|Drama|Josei|Psychological|Romance|Slice of life,2024-03-22 03:48,93500.0
Dangan Tenshi Fan Club,/mangaimage/manga-vo956097.jpg,Chapter 1,4.96,/manga/manga-vo956097,manga-vo956097,Dangan Tenshi Fan Club,Oneshot about a unique magical girl.,One,Action|Comedy|One shot|Shounen|Supernatural,2016-01-20 13:13,93500.0
Ordinary,/mangaimage/manga-rw968479.jpg,Vol.1 Chapter 4 : Vector A Â€¢ B,5.0,/manga/manga-rw968479,manga-rw968479,Ordinary,"Two assassins met - Imari Matoba, Yayoi Kawaguchi one lost his master and they part.- ""We'll help each other out if we're in trouble.""- I have no intention of needing the help of an assassin.What does Fate have in store for them in the future?Will they meet again? As enemies or allies?",Takahashi Keitarou,Action|Seinen,2016-01-20 12:13,93400.0
The Tutorial Tower's Advanced Player,/mangaimage/manga-kb987736.jpg,Chapter 186,4.74,/manga/manga-kb987736,manga-kb987736,The Tutorial Tower's Advanced Player,"After being trapped in the  for over 12 years, our MC finally makes his way out, but how has the world changed?Leaving the tower after 12 years!Russian / РусскийИз-за проклятия охотник застрял в Учебной Башне! И вот спустя 12 лет он выходит на свободу!Original Web Novel (Naver)Official Japanese TranslationOfficial Simplified Chinese TranslationOfficial French TranslationOfficial Indonesian Translation",방구석김씨,오마감|Action|Adventure|Fantasy,2024-02-15 22:40,93300000.0
Judos,/mangaimage/manga-lv962456.jpg,Chapter 3 : Demon Children Of Yahara,5.0,/manga/manga-lv962456,manga-lv962456,Judos,"Judos summary is updating. Come visit MangaNato.com sometime to read the latest chapter of Judos. If you have any question about this manga, Please don't hesitate to contact us or translate team. Hope you enjoy it.",Kondou Shinsuke,Action|Comedy|Martial arts|Shounen,2016-01-20 11:27,93300.0
Yakushiji Ryouko No Kaiki Jikenbo,/mangaimage/manga-ne964439.jpg,Vol.1 Chapter 4,5.0,/manga/manga-ne964439,manga-ne964439,Yakushiji Ryouko No Kaiki Jikenbo,"The story revolves around Ryouko Yakushiji, a brilliant 27-year-old elite investigator with the Tokyo Metropolitan Police. Together with her subordinate Junichirou Izumida, the two often investigate bizzare and supernatural cases. In addition with the paranormal, Ryouko also has a longstanding rivalry with Yukiko Muromachi, another talented police investigator.",Tanaka Yoshiki (田中芳樹),Action|Mystery|Seinen|Supernatural,2016-01-20 13:07,93300.0
"Red List ~Metropolitan Police Department, Third Division, Po~",/mangaimage/manga-qu994177.jpg,Vol.3 Chapter 23: Symbiont,4.47,/manga/manga-qu994177,manga-qu994177,"Red List ~Metropolitan Police Department, Third Division, Po~","Hikaru Kago is a former yakuza roped into cooperation with the police through plea bargaining. Takaomi Togasawa is an elite cop who'd rather be doing desk work.Follow the improbable duo as they survive each day as protection officers in charge of yakuza victims or targets and find out why their assignment is called ""the last bureau before heaven""!",Kanzaki Yuuya,Action|Psychological|Seinen,2023-11-01 10:02,93300.0
Live,/mangaimage/manga-pv966430.jpg,Chapter 7,4.56,/manga/manga-pv966430,manga-pv966430,Live,"Onigawara Yuutarou is your average high school kid, a bit on the quiet, kind-hearted side. One day, he walks through an arcane ritual and ends up summoning a demon, Slayer, who will grant him 3 wishes. Horrified by Slayer's violence, Yuutarou wishes for Slayer to stop using his demon powers, turning him into a human. Now Slayer's stuck with Yuutarou in a perfect personality mismatch, and to top things off, if one of them gets hurt, so does the other.",Umezawa Haruto,Action|Comedy|Shounen|Supernatural,2016-01-21 11:48,93200.0
Night Head,/mangaimage/manga-nk964867.jpg,Vol.1 Chapter 4 : Misaki,5.0,/manga/manga-nk964867,manga-nk964867,Night Head,The Kirihara brothers were abandoned by their parents because of their psychic powers. Since then they have lived in a laboratory within a barrier-protected forest. One day the barrier breaks and they manage to escape from the laboratory.,Iida George,Action|Drama|Fantasy|Shoujo,2016-01-20 14:13,93200.0
Shoujo Eve Ringo Jikake No 24 Ji,/mangaimage/manga-qg967963.jpg,Vol.1 Chapter 0,5.0,/manga/manga-qg967963,manga-qg967963,Shoujo Eve Ringo Jikake No 24 Ji,"""Kawaii”... Eve has come to hate this word. ""Kawaii"" has ruined her life and made her a social outcast. Yet she still has hopes Niikawa will return her feelings for him, that is if the rowdy class idol Kashii doesn't spoil everything first!",Tanemura Arina,Action|Cooking|One shot|Romance|School life|Shoujo,2016-01-20 11:18,93200.0
Yami No Naka No Crown,/mangaimage/manga-mu963503.jpg,Chapter 6,5.0,/manga/manga-mu963503,manga-mu963503,Yami No Naka No Crown,"Everyone in the world is born with two things: the ability to collect Life's Light and a Light Vessel in which to collect and hold it. Most people use their vessels to assist them in doing various tasks, but occasionally someone is born with a vessel that allows them to do battle.The protagonist, Ruyu, stumbles upon the end of a battle only to find one survivor. Could the young boy she saved be connected to the king's men who entered the town with the intent of killing everyone?",Fusoku Jinrui,Action|Drama|Fantasy|Shoujo|Supernatural|Tragedy,2016-01-20 11:31,93200.0
Rampage,/mangaimage/manga-qu953029.jpg,Vol.2 Chapter 9,4.0,/manga/manga-qu953029,manga-qu953029,Rampage,"China: 184 A.D., a time of great turmoil. A young drifter named Zhang Fei stumbles upon a slaughtered village and encounters the volunteer army of Liu Bei. He joins them in time to help in the defense of a walled city. But later, while attempting to save the life of a little girl, he's struck by an arrow and thrown off a cliff. Rescued by two wizards, he is revived and given great powers. But the price could cost him his very soul!Note: the series appeared in Kodansha's defunct Young Magazine Uppers, continued in Flex Comix Blood and then transferred to Flex Comix Next.",Yoshinaga Yunosuke,Action|Adventure|Historical|Seinen,2016-01-20 12:52,93200.0
Moon Worm,/mangaimage/manga-sz996082.jpg,Chapter 22,4.31,/manga/manga-sz996082,manga-sz996082,Moon Worm,The universe is invaded by destructive forces. An organization determined to control such forces; An investigator committed to seek the truth behind his childhood nightmares; A cold-faced woman shouldering her family's curse... A terrifying tale has unfolded in the mysterious town.,东林先生,Action|Drama|Horror|Psychological|Shounen|Supernatural,2023-07-10 08:41,93200.0
Specter,/mangaimage/manga-ov965730.jpg,Vol.1 Chapter 5 : Act.05 [End],4.88,/manga/manga-ov965730,manga-ov965730,Specter,"Katsuya's life is turned upside down when he contracts a strange blood disease. On one hand, a doctor who is an old friend tells him to seek treatment immediately -- but then a strange man appears and tells him that the doctor will kill him. Who's telling the truth, and what exactly is this ""Specter"" he's infected with? And what could it possibly have to do with his dead father...?",Kisaragi Hirotaka,Action|Mystery|Sci fi|Shounen ai|Supernatural,2016-01-21 10:28,93100.0
Etrian Odyssey Ii,/mangaimage/manga-mi963643.jpg,Vol.1 Chapter 5 : The Second Stratum,5.0,/manga/manga-mi963643,manga-mi963643,Etrian Odyssey Ii,A manga adaptation of the dungeon crawler rpg Etrian Odyssey 2.,Atlus,Action|Adventure|Fantasy|Shounen,2016-01-20 11:46,93100.0
